original,new
M100B1 - MOD 1: Training and Deployment Operations (IMS Only) [Total Pts: 100 Score] |423774,M100B1 - MOD 1: Training and Deployment Operations (IMS Only) 
M100B1 - MOD 1: Training and Deployment Operations (IMS Only) [Total Pts: 100 Score] |423814,M100B1 - MOD 1: Training and Deployment Operations (IMS Only) 
M100B1 - MOD 1: Training and Deployment Operations (IMS Only) [Total Pts: 100 Score] |423854,M100B1 - MOD 1: Training and Deployment Operations (IMS Only) 
M100B1 - MOD 1: Training and Deployment Operations (IMS Only) [Total Pts: 100 Score] |423894,M100B1 - MOD 1: Training and Deployment Operations (IMS Only) 
M100B1 - MOD 1: Training and Deployment Operations (IMS Only) [Total Pts: 100 Score] |423934,M100B1 - MOD 1: Training and Deployment Operations (IMS Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423213,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423253,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423293,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423377,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423413,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423453,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423493,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423533,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423573,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423613,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423653,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423693,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423733,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423773,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423813,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423853,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423893,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100B1 - MOD 1: Training and Deployment Operations (US Only) [Total Pts: 100 Score] |423933,M100B1 - MOD 1: Training and Deployment Operations (US Only) 
M100P1 CTGL [Total Pts: 100 Score] |423210,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423250,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423290,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423373,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423410,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423450,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423490,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423530,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423570,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423610,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423650,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423690,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423730,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423770,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423810,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423850,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423890,M100P1 CTGL 
M100P1 CTGL [Total Pts: 100 Score] |423930,M100P1 CTGL 
M200B1 IMS Officers [Total Pts: 100 Score] |424245,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424286,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424368,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424409,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424450,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424491,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424532,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424573,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424614,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424655,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424696,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424737,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424778,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424819,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424860,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424901,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424942,M200B1 IMS Officers 
M200B1 IMS Officers [Total Pts: 100 Score] |424983,M200B1 IMS Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424244,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424285,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424367,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424408,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424449,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424490,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424531,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424572,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424613,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424654,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424695,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424736,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424777,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424818,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424859,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424900,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424941,M200B1 U.S. Officers 
M200B1 U.S. Officers [Total Pts: 100 Score] |424982,M200B1 U.S. Officers 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424214,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424255,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424337,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424378,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424419,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424460,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424501,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424542,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424583,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424624,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424665,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424706,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424747,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424788,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424829,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424870,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424911,M200P1 Module Contribution to Group Learning - Individual (30%) 
M200P1 Module Contribution to Group Learning - Individual (30%) [Total Pts: 100 Score] |424952,M200P1 Module Contribution to Group Learning - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424243,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424284,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424366,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424407,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424448,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424489,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424530,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424571,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424612,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424653,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424694,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424735,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424776,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424817,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424858,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424899,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424940,M299A1 -  Division Movement Plan - Individual (30%) 
M299A1 -  Division Movement Plan - Individual (30%) [Total Pts: 100 Score] |424981,M299A1 -  Division Movement Plan - Individual (30%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426462,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426495,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426561,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426594,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426627,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426660,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426693,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426726,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426759,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426792,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426825,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426858,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426891,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426924,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426957,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |426990,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |427023,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300A Individual Commander's Intent and Planning Guidance (40%) [Total Pts: 100 Score] |427056,M300A Individual Commander's Intent and Planning Guidance (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426463,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426496,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426562,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426595,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426628,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426661,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426694,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426727,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426760,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426793,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426826,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426859,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426892,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426925,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426958,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |426991,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |427024,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - IMS (40%) [Total Pts: 100 Score] |427057,M300B Module III Foundations Exam - IMS (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426464,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426497,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426563,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426596,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426629,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426662,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426695,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426728,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426761,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426794,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426827,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426860,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426893,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426926,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426959,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |426992,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |427025,M300B Module III Foundations Exam - US (40%) 
M300B Module III Foundations Exam - US (40%) [Total Pts: 100 Score] |427058,M300B Module III Foundations Exam - US (40%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426458,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426491,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426557,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426590,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426623,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426656,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426689,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426722,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426755,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426788,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426821,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426854,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426887,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426920,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426953,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |426986,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |427019,M300P Contribution to Group Learning (CTGL) (20%) 
M300P Contribution to Group Learning (CTGL) (20%) [Total Pts: 100 Score] |427052,M300P Contribution to Group Learning (CTGL) (20%) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |427645,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |427672,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |427726,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |427753,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |427780,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |427807,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |427834,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |427861,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |427888,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |427915,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |427942,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |427969,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |427996,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |428023,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |428050,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |428077,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |428104,M400A1 Individual Running Estimate (40 percent) 
M400A1 Individual Running Estimate (40 percent) [Total Pts: 100 Score] |428131,M400A1 Individual Running Estimate (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |427661,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |427688,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |427742,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |427769,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |427796,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |427823,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |427850,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |427877,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |427904,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |427931,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |427958,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |427985,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |428012,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |428039,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |428066,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |428093,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |428120,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400A2 Individual Warfighting Function Point Paper (40 percent) [Total Pts: 100 Score] |428147,M400A2 Individual Warfighting Function Point Paper (40 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |427668,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |427695,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |427749,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |427776,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |427803,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |427830,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |427857,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |427884,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |427911,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |427938,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |427965,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |427992,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |428019,M400P Individual Contribution to Group Learning (20 percent) 
