original,new
Weighted Total [Total Pts: up to 100 Percentage] |412338,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |412381,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |412424,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |412467,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |412510,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |412553,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415265,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415299,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415367,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415401,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415435,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415469,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415503,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415537,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415571,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415605,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415639,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415673,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415707,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415741,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415775,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415809,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415843,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |415877,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |417623,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |417722,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |417920,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |418019,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |418118,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |418217,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |418316,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |418415,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |418514,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |418613,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |418712,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |418811,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |418910,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |419009,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |419108,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |419207,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |419306,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |419405,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |421807,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |421830,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |421865,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |421899,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |421922,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |421945,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |421968,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |421991,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422014,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422037,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422060,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422083,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422106,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422129,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422152,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422175,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422198,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422221,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422607,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422617,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422637,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422647,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422657,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422667,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422677,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422687,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422697,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422707,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422717,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422727,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422737,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422747,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422757,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422767,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422777,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |422787,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423175,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423215,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423255,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423335,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423363,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423415,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423455,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423495,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423535,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423575,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423615,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423655,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423695,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423735,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423775,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423815,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423855,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |423895,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424205,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424246,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424328,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424369,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424410,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424451,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424492,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424533,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424574,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424615,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424656,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424697,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424738,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424779,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424820,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424861,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424902,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |424943,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426432,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426465,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426531,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426564,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426597,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426630,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426663,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426696,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426729,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426762,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426795,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426828,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426861,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426894,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426927,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426960,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |426993,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427026,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427642,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427669,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427723,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427750,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427777,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427804,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427831,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427858,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427885,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427912,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427939,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427966,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |427993,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |428020,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |428047,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |428074,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |428101,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |428128,Weighted Total 
interim class participation grade [Total Pts: 100 Score] |428259,interim class participation grade 
